gradient_weight,merge_weight,Score,MaxTile
90.0,0.0,15436,8192
90.0,0.0,18492,16384
90.0,0.0,16222,8192
90.0,0.0,19514,16384
90.0,10.0,8268,4096
90.0,10.0,8220,4096
90.0,10.0,11558,8192
90.0,10.0,8438,4096
90.0,10.0,13920,8192
90.0,10.0,16298,8192
90.0,10.0,16348,8192
90.0,10.0,16406,8192
90.0,10.0,24062,16384
90.0,10.0,22434,16384
90.0,20.0,4152,2048
90.0,20.0,6958,4096
90.0,20.0,8114,4096
90.0,20.0,12316,8192
90.0,20.0,15412,8192
90.0,20.0,12242,8192
90.0,20.0,16270,8192
90.0,20.0,15434,8192
90.0,20.0,24348,16384
90.0,20.0,24584,16384
90.0,30.0,7782,4096
90.0,30.0,12334,8192
90.0,30.0,8020,4096
90.0,30.0,14416,8192
90.0,30.0,15764,8192
90.0,30.0,16408,8192
90.0,30.0,16128,8192
90.0,30.0,14256,8192
90.0,30.0,20502,16384
90.0,30.0,22302,16384
90.0,40.0,7284,4096
90.0,40.0,6236,4096
90.0,40.0,8406,4096
90.0,40.0,7996,4096
90.0,40.0,12372,8192
90.0,40.0,11924,8192
90.0,40.0,14278,8192
90.0,40.0,16222,8192
90.0,40.0,16380,8192
90.0,40.0,15942,8192
90.0,50.0,8244,4096
90.0,50.0,8208,4096
90.0,50.0,8132,4096
90.0,50.0,16424,8192
90.0,50.0,16408,8192
90.0,50.0,16178,8192
90.0,50.0,16284,8192
90.0,50.0,15910,8192
90.0,50.0,16396,8192
90.0,50.0,14258,8192
90.0,60.0,4186,2048
90.0,60.0,8238,4096
90.0,60.0,12340,8192
90.0,60.0,12328,8192
90.0,60.0,15400,8192
90.0,60.0,16406,8192
90.0,60.0,16154,8192
90.0,60.0,15220,8192
90.0,60.0,16346,8192
90.0,60.0,12340,8192
90.0,70.0,8228,4096
90.0,70.0,15456,8192
90.0,70.0,16264,8192
90.0,70.0,16428,8192
90.0,70.0,16272,8192
90.0,70.0,16388,8192
90.0,70.0,16432,8192
90.0,70.0,15882,8192
90.0,70.0,16396,8192
90.0,70.0,23590,16384
90.0,80.0,10412,8192
90.0,80.0,13870,8192
90.0,80.0,14378,8192
90.0,80.0,15464,8192
90.0,80.0,16364,8192
90.0,80.0,16246,8192
90.0,80.0,16364,8192
90.0,80.0,16390,8192
90.0,80.0,16100,8192
90.0,80.0,15388,8192
90.0,90.0,12340,8192
90.0,90.0,14292,8192
90.0,90.0,16298,8192
90.0,90.0,15284,8192
90.0,90.0,16156,8192
90.0,90.0,16292,8192
90.0,90.0,16194,8192
90.0,90.0,15896,8192
90.0,90.0,14386,8192
90.0,90.0,16284,8192
90.0,100.0,7776,4096
90.0,100.0,8216,4096
90.0,100.0,12314,8192
90.0,100.0,16408,8192
90.0,100.0,15670,8192
90.0,100.0,15892,8192
90.0,100.0,16418,8192
90.0,100.0,16246,8192
90.0,100.0,16378,8192
90.0,100.0,22542,16384
100.0,0.0,10368,8192
100.0,0.0,10658,8192
100.0,0.0,8242,4096
100.0,0.0,11236,8192
100.0,0.0,14206,8192
100.0,0.0,15162,8192
100.0,0.0,15392,8192
100.0,0.0,16358,8192
100.0,0.0,15224,8192
100.0,0.0,15386,8192
100.0,10.0,6196,4096
100.0,10.0,8180,4096
100.0,10.0,10196,8192
100.0,10.0,8224,4096
100.0,10.0,11956,8192
100.0,10.0,13520,8192
100.0,10.0,12374,8192
100.0,10.0,16348,8192
100.0,10.0,14364,8192
100.0,10.0,20316,16384
100.0,20.0,7388,4096
100.0,20.0,7594,4096
100.0,20.0,7508,4096
100.0,20.0,10510,8192
100.0,20.0,11806,8192
100.0,20.0,16364,8192
100.0,20.0,16364,8192
100.0,20.0,15380,8192
100.0,20.0,14866,8192
100.0,20.0,16422,8192
100.0,30.0,4252,2048
100.0,30.0,8244,4096
100.0,30.0,8110,4096
100.0,30.0,8286,4096
100.0,30.0,12338,8192
100.0,30.0,14380,8192
100.0,30.0,16298,8192
100.0,30.0,16448,8192
100.0,30.0,15920,8192
100.0,30.0,15358,8192
100.0,40.0,6440,4096
100.0,40.0,7204,4096
100.0,40.0,13764,8192
100.0,40.0,15912,8192
100.0,40.0,16200,8192
100.0,40.0,15912,8192
100.0,40.0,16352,8192
100.0,40.0,16398,8192
100.0,40.0,16206,8192
100.0,40.0,23590,16384
100.0,50.0,7786,4096
100.0,50.0,8226,4096
100.0,50.0,8228,4096
100.0,50.0,7352,4096
100.0,50.0,8162,4096
100.0,50.0,8652,4096
100.0,50.0,14364,8192
100.0,50.0,16388,8192
100.0,50.0,14286,8192
100.0,50.0,16054,8192
100.0,60.0,4096,2048
100.0,60.0,5208,4096
100.0,60.0,4120,2048
100.0,60.0,7214,4096
100.0,60.0,6962,4096
100.0,60.0,10416,8192
100.0,60.0,13376,8192
100.0,60.0,15460,8192
100.0,60.0,16426,8192
100.0,60.0,15182,8192
100.0,70.0,8180,4096
100.0,70.0,8744,4096
100.0,70.0,8224,4096
100.0,70.0,16114,8192
100.0,70.0,16396,8192
100.0,70.0,16402,8192
100.0,70.0,20558,16384
100.0,70.0,22432,16384
100.0,70.0,21336,16384
100.0,70.0,21588,16384
100.0,80.0,6194,4096
100.0,80.0,12332,8192
100.0,80.0,14358,8192
100.0,80.0,14894,8192
100.0,80.0,11326,8192
100.0,80.0,16244,8192
100.0,80.0,16282,8192
100.0,80.0,16390,8192
100.0,80.0,15922,8192
100.0,80.0,15436,8192
100.0,90.0,4300,2048
100.0,90.0,7120,4096
100.0,90.0,8248,4096
100.0,90.0,12320,8192
100.0,90.0,14386,8192
100.0,90.0,16428,8192
100.0,90.0,16170,8192
100.0,90.0,16174,8192
100.0,90.0,13468,8192
100.0,90.0,15356,8192
100.0,100.0,4204,2048
100.0,100.0,8222,4096
100.0,100.0,8246,4096
100.0,100.0,11804,8192
100.0,100.0,15404,8192
100.0,100.0,14914,8192
100.0,100.0,16438,8192
100.0,100.0,16354,8192
100.0,100.0,16198,8192
100.0,100.0,16402,8192
